#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
91,8.78254,0,0,2935862934,2707421175,86349531,82897211,154771,32331840,3726857,298148560,44463232,220957824,691569847,114409056,267663267840,1313.41,232300965272,15199408962,0,-17455472431,228441759,41322069469,18954867518,1499395087,1208026088
92,8.87855,0,0,2919091715,2740812935,87996981,84507818,158052,32688080,3765813,301265040,44582272,223315840,704765852,115627488,270636738560,1262.92,234903973489,15358200925,0,-17633751211,178278780,42105510315,19157231550,1523480339,1217332596
93,8.75338,0,0,2952487978,2791439788,89785193,86258941,160447,33044759,3804790,304383200,44986432,225689536,719083515,116840032,273613271040,1302.14,237510159608,15516872243,0,-17794799401,161048190,42927730361,19360962744,1566163343,1225276445
94,8.75518,0,0,3002594049,2782306332,91605135,88041612,162861,33401030,3843726,307498080,45261248,228074880,733655121,118060832,276588656640,1340.37,240116081966,15675181224,0,-18015087118,220287717,43797102114,19565134395,1550047277,1232259055
95,8.7353,0,0,2998398335,2804655391,93361486,89760377,165002,33757572,3883649,310691920,45534016,230480384,747716634,119296512,279567728640,1304.98,242716157918,15838085269,0,-18208830062,193742944,44601649422,19771058180,1562228118,1242427273
96,8.65984,0,0,3008484703,2853563486,95177519,91540405,167078,34112191,3920889,313671120,45724160,232784704,762255278,120478272,282529177600,1327.91,245322629490,15989233345,0,-18363751279,154921217,45421645613,19969334272,1605582993,1247980493
97,8.78299,0,0,3062391130,2887265248,97028108,93354160,169488,34468564,3959205,316736400,45973184,235142080,777072040,121680736,285508986880,1385.76,247937658722,16145185749,0,-18538877161,175125882,46283176971,20171873360,1632996199,1254269049
98,8.70231,0,0,3100002813,2904026980,98910969,95199349,172003,34830513,3998557,319884560,46247552,237553152,792147503,122910144,288542586880,1356.15,250598715987,16304990919,0,-18734852994,195975833,47173831067,20377618134,1642765140,1261261840
99,9.018,0,0,3116970130,2904286716,100817517,97068324,174544,35190865,4037891,323031280,46528320,239957824,807412576,124139456,291560990720,1413.28,253244111757,16465055839,0,-18947536408,212683414,48087275139,20583133715,1635597307,1268689409
100,8.87257,0,0,3117925439,2944186997,102740331,98953546,176962,35549681,4077328,326186240,46820352,242363712,822807170,125366560,294563993600,1371.15,255873018742,16625513011,0,-19121274850,173738442,48967529725,20788981060,1667706210,1276480787
101,8.63805,0,0,3154316247,2948805692,104674783,100850872,179563,35905999,4116067,329285360,47075392,244739776,838295775,126578592,297546045440,1379.47,258487172501,16783281842,0,-19326785405,205510555,49863169018,20992665012,1665879607,1282926085
