#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
43,12.2642,66016,507344,1794271136,1677648084,21078894,19901337,50669,15474430,1885464,150837120,32494208,75367744,168884385,56483840,127569377280,625.68,109744743659,5620955497,4553441819,-5972588221,116623052,10800389718,6580666009,801663675,875984409
44,11.7948,67291,515404,1845162471,1670935261,21939933,20734337,52686,15821608,1923538,153883040,32802752,77162432,175782782,57675776,130441646080,646.36,112253753981,5741456163,4628685244,-6146815431,174227210,11286332755,6735948418,786016159,884919102
45,12.1423,68690,525287,1829723612,1685933736,22795755,21564130,54592,16170670,1961503,156920240,33064576,78828352,182638880,58860064,133332664320,675.009,114782372714,5854840890,4718911673,-6290605307,143789876,11740178020,6882513058,792472368,893461368
46,12.1356,70101,534146,1849743212,1707681751,23684590,22425454,56608,16521828,1999608,159968640,33317888,80589184,189759640,60056992,136244039680,677.24,117331209415,5971595119,4800886627,-6432666768,142061461,12197728839,7035419206,806685332,900996419
47,12.5033,71626,545045,1865046691,1731724425,24539926,23255392,58597,16873063,2038050,163044000,33651520,82214720,196612273,61255808,139155404800,641.199,119877339502,6084010790,4896341049,-6565989034,133322266,12641284324,7179856933,821447389,910277036
48,12.1506,72995,555031,1896037879,1753097802,25437889,24126533,60724,17225102,2076957,166156560,33973440,83931456,203806612,62470016,142071173120,694.507,122424520062,6202236176,4982389969,-6708929111,142940077,13103181912,7331698248,833964860,919132942
49,12.2512,74416,564269,1917003730,1837089075,26350698,25012087,62857,17574419,2115318,169225440,34250368,85675904,211119749,63673600,144962355200,704.519,124950133411,6319611017,5066677931,-6788843766,79914655,13564277303,7484043455,909690984,927398091
50,12.346,75824,572992,2006382600,1825115385,27268319,25901520,64911,17926301,2154337,172346960,34570688,87479936,218470971,64891936,147876433920,722.342,127493928362,6441148864,5146130328,-6970110981,181267215,14094502745,7640292224,888521299,936594086
51,12.6281,77420,584070,1978782410,1804452621,28150086,26758879,66776,18271894,2192243,175379440,34839168,89042048,225534424,66062944,150738626560,687.502,129993697265,6550160657,5245875247,-7144440770,174329789,14580346706,7779958081,858234497,946218124
52,12.7434,79053,597408,1944963204,1943439287,29018397,27604634,68582,18617702,2229865,178389200,35092416,90486208,232489942,67243392,153603604480,658.745,132499445958,6649608149,5365146399,-7145964687,1523917,15027976444,7908226508,989550733,953888554
53,12.9634,80812,608592,2092062673,1876518196,29919531,28481381,70430,18965640,2267172,181373760,35343936,92046976,239708246,68415200,156488765440,658.963,135028886301,6753227695,5468624084,-7361509164,215544477,15597772338,8043690546,914502113,962016083
54,12.7604,82484,620647,2027061359,1992929300,30818116,29355600,72274,19314713,2305354,184428320,35604928,93606400,246906146,69607936,159383644160,669.721,137560492431,6860060756,5574520450,-7395641223,34132059,16073525783,8182742091,1023247905,969681395
55,12.6471,84023,630124,2156925745,1915277069,31775976,30286267,74225,19663418,2344057,187524560,35907712,95346816,254578773,70809632,162274867200,722.038,140083486020,6977126470,5661687742,-7637289899,241648676,16665987231,8333985686,936760995,978516074
56,13.0767,85771,642403,2066439521,1975212133,32726423,31211665,76160,20013675,2383448,190675840,36231040,96950144,262192024,72032864,165181665280,704.671,142616050994,7085605525,5776279341,-7728517287,91227388,17162429041,8472053501,987958543,987253590
57,12.9385,87515,653736,2125743684,1992811721,33679542,32140314,78031,20362245,2421236,193698880,36451968,98516288,269826323,73208160,168073625600,703.099,145147365935,7192392368,5879606326,-7861449250,132931963,17696520105,8610437142,997675762,995135959
58,12.7088,89152,664350,2149865638,1996881272,34663846,33098226,80054,20711122,2460140,196811200,36749376,100205568,277710862,74421376,170970521600,756.511,147673200145,7306134864,5979871703,-8014433616,152984366,18236319245,8755305691,993524641,1003356631
59,12.7585,90853,675345,2147015480,2108738276,35636054,34046792,82119,21060301,2497568,199805440,36956544,101718656,285498851,75564704,173870110720,728.617,150216132275,7413247677,6079281672,-8052710820,38277204,18751898756,8891302081,1095288273,1013450003
60,12.9737,92550,686861,2256201204,2057344972,36655924,35041942,84063,21409582,2535174,202813920,37150848,103300864,293667531,76748800,176770754560,713.402,152758363219,7517189288,6186290029,-8251567052,198856232,19378245301,9027751385,1037995853,1019349119
61,12.8249,94204,698179,2208102763,2085315734,37642067,36003768,86031,21758839,2573456,205876480,37373888,104857216,301566515,77914400,179671726080,718.678,155295015165,7626125308,6290915792,-8374354081,122787029,19916933669,9165369077,1056499087,1028816647
62,12.9209,95920,709723,2241949292,2077867670,38655829,36992054,88098,22110179,2612534,209002720,37705600,106488064,309686930,79129440,182588170240,721.757,157841922396,7738015231,6391929240,-8538435703,164081622,20474049639,9309200555,1040370869,1037496801
63,12.7085,97591,721770,2228890449,2182486089,39704014,38015454,90048,22458283,2651107,212088560,37969344,108074432,318082160,80336416,185476454400,772.456,160362931447,7846970923,6499225878,-8584840063,46404360,21025485148,9449147283,1137586759,1044899330
64,12.8973,99251,733563,2333401187,2145143827,40793232,39079805,92107,22807536,2689545,215163600,38245440,109666048,326806191,81537504,188373995520,800.496,162894770613,7954404899,6606578758,-8773097423,188257360,21670089671,9587535496,1092427265,1052716562
65,12.7571,100975,745345,2291782245,2130430095,41876627,40138725,94026,23153242,2727239,218179120,38470208,111232512,335482946,82722080,191239946240,800.358,165399930110,8059200310,6715936152,-8934449573,161352150,22258324009,9724022816,1071333122,1059096973
66,12.5706,102606,756598,2280697622,2290868767,43003112,41240332,95930,23501375,2764639,221171120,38662528,112824832,344504346,83903392,194128947200,833.863,167931235287,8165217992,6817346726,-8924278428,18446744073699380471,22815182662,9865028701,1226219863,1064648904
67,13.325,104443,771198,2422482115,2175455080,44093663,42309336,97870,23849800,2802055,224164400,38862144,114203968,353238454,85082848,197020743680,760.728,170465260461,8257476417,6951246259,-9171305463,247027035,23510923225,9985174114,1105168013,1070287067
68,12.8728,106148,784362,2319663304,2239430666,45215479,43407760,99839,24197521,2840113,227209040,39068096,115701120,362222819,86274304,199907051520,800.222,172987555974,8360110337,7068416442,-9251538101,80232638,24086619887,10118808652,1162561154,1076869512
69,13.016,107906,795737,2390676596,2236642966,46403577,44570590,101933,24546857,2878491,230279280,39345408,117318272,371738073,87470496,202809763840,841.585,175523771205,8468462452,7175315486,-9405571731,154033630,24729517748,10258181233,1152164851,1084478115
70,12.9623,109620,808440,2383264828,2279542045,47588783,45731761,104142,24897909,2916854,233348320,39589376,118856768,381230766,88672384,205728215040,868.078,178077127593,8573134621,7289116267,-9509294514,103722783,25343683112,10393907854,1188195391,1091346654
71,13.1729,111234,820463,2432737495,2273626767,48781956,46899923,106369,25251386,2955664,236453120,39854912,120457728,390787285,89883328,208668569600,839.114,180648679595,8682719011,7395138985,-9668405242,159110728,25984347496,10535940841,1174925252,1098701515
72,13.1797,113017,833852,2414443674,2300785401,49948738,48044345,108498,25602695,2993999,239519920,40113216,121888832,400132186,91051680,211589539840,843.528,183204271894,8783136744,7519282286,-9782063515,113658273,26593367896,10663058277,1192977745,1107807656
73,12.9566,114743,845729,2446822967,2431791485,51177220,49248686,110595,25952879,3031642,242531360,40318336,123434112,409970527,92229024,214500464640,857.917,185756106985,8886976342,7628494831,-9797094997,15031482,27230154771,10798532238,1317360243,1114431242
74,13.5649,116632,859041,2572026930,2455838265,52387009,50435408,112785,26306780,3069665,245573200,40556480,124910400,419659789,93417760,217447301120,857.019,188341290218,8985324036,7751564939,-9913283662,116188665,27971217449,10926072898,1334475997,1121362268
75,12.9057,118239,867497,2625262173,2387065009,53639657,51660453,115429,26661969,3108343,248667440,40754048,126677056,429694193,94605120,220407265280,899.292,190933678843,9107542652,7827497950,-10151480826,238197164,28724350181,11081762202,1255526910,1131538099
